Source,Target,Weight
pkgutil,os,7
os,pkgutil,7
types,datetime,7
types,logging,7
types,__future__,7
types,StringIO,7
itertools,setuptools,7
itertools,logging,7
itertools,__future__,7
errno,collections,7
errno,struct,7
errno,functools,7
errno,email,7
errno,shutil,7
functools,struct,7
functools,errno,7
functools,tempfile,7
functools,StringIO,7
datetime,types,7
ctypes,StringIO,7
ctypes,re,7
base64,setuptools,7
base64,platform,7
base64,warnings,7
base64,sets,7
importlib,time,7
importlib,shutil,7
importlib,re,7
logging,types,7
logging,itertools,7
logging,platform,7
logging,sets,7
email,collections,7
email,hashlib,7
email,errno,7
email,__future__,7
imp,setuptools,7
imp,__future__,7
__future__,types,7
__future__,itertools,7
__future__,email,7
__future__,imp,7
__future__,csv,7
shutil,stat,7
shutil,errno,7
shutil,importlib,7
shutil,platform,7
shutil,StringIO,7
django,collections,7
tempfile,functools,7
tempfile,warnings,7
platform,setuptools,7
platform,hashlib,7
platform,struct,7
platform,io,7
platform,base64,7
platform,logging,7
platform,shutil,7
platform,StringIO,7
warnings,setuptools,7
warnings,time,7
warnings,struct,7
warnings,base64,7
warnings,tempfile,7
sets,base64,7
sets,logging,7
sets,StringIO,7
StringIO,setuptools,7
StringIO,struct,7
StringIO,types,7
StringIO,functools,7
StringIO,ctypes,7
StringIO,shutil,7
StringIO,platform,7
StringIO,sets,7
csv,__future__,7
re,ctypes,7
re,importlib,7
textwrap,time,7
logging,asyncio,7
asyncio,logging,7
threading,math,7
bs4,urllib2,7
math,threading,7
math,urllib2,7
urllib2,bs4,7
urllib2,math,7
random,scipy,7
scipy,random,7
shlex,sys,7
sys,shlex,7
os,asyncio,7
logging,glob,7
glob,logging,7
asyncio,os,7
StringIO,cStringIO,7
cStringIO,StringIO,7
cStringIO,sys,7
sys,cStringIO,7
decimal,sys,7
sys,decimal,7
uuid,urllib,7
uuid,requests,7
uuid,sys,7
uuid,time,7
errno,requests,7
functools,urllib,7
functools,subprocess,7
sqlalchemy,requests,7
sqlalchemy,time,7
urllib,uuid,7
urllib,functools,7
urllib,flask,7
urllib,math,7
requests,uuid,7
requests,errno,7
requests,sqlalchemy,7
sys,uuid,7
subprocess,functools,7
subprocess,math,7
flask,urllib,7
time,uuid,7
time,sqlalchemy,7
math,urllib,7
math,subprocess,7
yaml,datetime,7
yaml,requests,7
datetime,yaml,7
requests,yaml,7
socket,platform,7
platform,socket,7
os,pprint,7
pprint,os,7
ConfigParser,logging,7
ConfigParser,subprocess,7
StringIO,socket,7
StringIO,codecs,7
StringIO,requests,7
socket,StringIO,7
socket,traceback,7
socket,setuptools,7
threading,base64,7
threading,__future__,7
logging,ConfigParser,7
logging,copy,7
base64,threading,7
base64,codecs,7
xml,time,7
platform,subprocess,7
simplejson,os,7
simplejson,time,7
json,struct,7
json,warnings,7
struct,json,7
struct,random,7
copy,logging,7
urllib2,__future__,7
urllib2,urlparse,7
subprocess,ConfigParser,7
subprocess,platform,7
subprocess,warnings,7
subprocess,traceback,7
subprocess,unittest,7
__future__,threading,7
__future__,urllib2,7
codecs,StringIO,7
codecs,base64,7
codecs,requests,7
io,traceback,7
warnings,json,7
warnings,subprocess,7
traceback,socket,7
traceback,subprocess,7
traceback,io,7
traceback,hashlib,7
setuptools,socket,7
setuptools,urllib,7
setuptools,random,7
unittest,subprocess,7
urllib,setuptools,7
urllib,urlparse,7
random,struct,7
random,setuptools,7
random,functools,7
re,urlparse,7
requests,StringIO,7
requests,codecs,7
os,simplejson,7
os,urlparse,7
pickle,math,7
functools,random,7
urlparse,urllib2,7
urlparse,urllib,7
urlparse,re,7
urlparse,os,7
contextlib,time,7
time,xml,7
time,simplejson,7
time,contextlib,7
math,pickle,7
hashlib,traceback,7
signal,subprocess,7
django,requests,7
typing,time,7
requests,django,7
subprocess,signal,7
time,typing,7
traceback,collections,7
collections,traceback,7
argparse,pandas,7
pandas,argparse,7
collections,copy,7
copy,collections,7
numpy,unittest,7
unittest,numpy,7
textwrap,site,7
usercustomize,site,7
sets,site,7
sitecustomize,site,7
distutils,site,7
__builtin__,site,7
site,textwrap,7
site,usercustomize,7
site,sets,7
site,sitecustomize,7
site,distutils,7
site,__builtin__,7
site,locale,7
site,site'',7
site,encodings,7
site,pydoc,7
site,codecs,7
site,builtins,7
locale,site,7
site'',site,7
encodings,site,7
pydoc,site,7
codecs,site,7
builtins,site,7
atexit,sys,7
sys,atexit,7
flask_sqlalchemy,sqlalchemy,7
sqlalchemy,flask_sqlalchemy,7
glob,datetime,7
datetime,glob,7
os,pylab,7
sklearn,pylab,7
pylab,os,7
pylab,sklearn,7
urllib,glob,7
glob,urllib,7
glob,collections,7
collections,glob,7
matplotlib,seaborn,7
numpy,seaborn,7
seaborn,matplotlib,7
seaborn,numpy,7
datetime,matplotlib,6
matplotlib,datetime,6
os,rest_framework,6
rest_framework,os,6
time,utils,6
utils,time,6
logging,bs4,6
logging,sqlite3,6
logging,math,6
bs4,logging,6
bs4,datetime,6
bs4,json,6
email,json,6
time,smtplib,6
sqlite3,logging,6
sqlite3,json,6
multiprocessing,requests,6
smtplib,time,6
smtplib,re,6
requests,multiprocessing,6
re,smtplib,6
math,logging,6
datetime,bs4,6
json,bs4,6
json,email,6
json,sqlite3,6
datetime,pickle,6
pickle,datetime,6
os,optparse,6
struct,select,6
time,select,6
ctypes,socket,6
select,struct,6
select,time,6
select,sys,6
threading,string,6
socket,ctypes,6
string,threading,6
optparse,os,6
sys,select,6
urllib2,argparse,6
argparse,urllib2,6
argparse,unittest,6
unittest,argparse,6
unittest,tempfile,6
csv,io,6
tempfile,unittest,6
io,csv,6
six,re,6
six,__future__,6
multiprocessing,random,6
zipfile,__future__,6
re,six,6
__future__,six,6
__future__,zipfile,6
random,multiprocessing,6
math,PIL,6
PIL,math,6
tensorflow,sklearn,6
sklearn,tensorflow,6
os,configparser,6
time,configparser,6
configparser,os,6
configparser,time,6
traceback,codecs,6
codecs,traceback,6
keras,sys,6
sys,keras,6
distutils,unittest,6
unittest,distutils,6
setuptools,pip,6
setuptools,email,6
setuptools,django,6
setuptools,sets,6
setuptools,textwrap,6
time,stat,6
collections,platform,6
collections,distutils,6
hashlib,stat,6
hashlib,types,6
hashlib,itertools,6
hashlib,imp,6
hashlib,django,6
hashlib,tempfile,6
hashlib,operator,6
hashlib,warnings,6
stat,time,6
stat,hashlib,6
stat,sys,6
struct,itertools,6
struct,email,6
struct,csv,6
io,types,6
io,ctypes,6
io,django,6
io,warnings,6
io,sets,6
pkgutil,base64,6
pkgutil,sys,6
os,operator,6
types,hashlib,6
types,io,6
types,errno,6
types,functools,6
types,base64,6
types,email,6
types,shutil,6
types,platform,6
types,sets,6
itertools,hashlib,6
itertools,struct,6
itertools,csv,6
errno,types,6
errno,ctypes,6
errno,tempfile,6
errno,platform,6
errno,warnings,6
errno,sets,6
functools,types,6
functools,ctypes,6
functools,importlib,6
functools,imp,6
functools,django,6
functools,platform,6
pip,setuptools,6
pip,re,6
datetime,pytz,6
datetime,sets,6
datetime,textwrap,6
ctypes,io,6
ctypes,errno,6
ctypes,functools,6
ctypes,base64,6
ctypes,email,6
ctypes,__future__,6
ctypes,platform,6
ctypes,sets,6
base64,pkgutil,6
base64,types,6
base64,ctypes,6
base64,imp,6
base64,django,6
importlib,functools,6
importlib,tempfile,6
logging,distutils,6
pytz,datetime,6
pytz,re,6
email,setuptools,6
email,struct,6
email,types,6
email,ctypes,6
email,platform,6
email,sets,6
imp,hashlib,6
imp,functools,6
imp,base64,6
imp,shutil,6
imp,tempfile,6
imp,platform,6
imp,warnings,6
__future__,ctypes,6
shutil,types,6
shutil,imp,6
shutil,distutils,6
shutil,textwrap,6
django,setuptools,6
django,hashlib,6
django,io,6
django,functools,6
django,base64,6
django,distutils,6
django,sets,6
tempfile,hashlib,6
tempfile,errno,6
tempfile,importlib,6
tempfile,imp,6
tempfile,distutils,6
operator,hashlib,6
operator,os,6
operator,re,6
platform,collections,6
platform,types,6
platform,errno,6
platform,functools,6
platform,ctypes,6
platform,email,6
platform,imp,6
platform,distutils,6
platform,warnings,6
platform,sets,6
distutils,collections,6
distutils,logging,6
distutils,shutil,6
distutils,django,6
distutils,tempfile,6
distutils,platform,6
warnings,hashlib,6
warnings,io,6
warnings,errno,6
warnings,imp,6
warnings,platform,6
warnings,StringIO,6
sets,setuptools,6
sets,io,6
sets,types,6
sets,errno,6
sets,datetime,6
sets,ctypes,6
sets,email,6
sets,django,6
sets,platform,6
StringIO,warnings,6
csv,struct,6
csv,itertools,6
re,pip,6
re,pytz,6
re,operator,6
sys,stat,6
sys,pkgutil,6
textwrap,setuptools,6
textwrap,datetime,6
textwrap,shutil,6
os,jinja2,6
jinja2,os,6
discord,asyncio,6
asyncio,discord,6
argparse,cv2,6
cv2,argparse,6
itertools,math,6
threading,sets,6
bs4,random,6
pylab,math,6
sets,threading,6
sets,random,6
time,Queue,6
csv,random,6
csv,math,6
Queue,time,6
Queue,re,6
Queue,sys,6
requests,string,6
re,Queue,6
random,bs4,6
random,sets,6
random,csv,6
math,itertools,6
math,pylab,6
math,csv,6
sys,Queue,6
urllib2,string,6
string,requests,6
string,urllib2,6
lib,argparse,6
argparse,lib,6
asyncio,sys,6
sys,asyncio,6
matplotlib,json,6
json,matplotlib,6
re,cStringIO,6
re,xml,6
__future__,cStringIO,6
cStringIO,re,6
cStringIO,__future__,6
json,xml,6
xml,re,6
xml,json,6
scipy,__future__,6
__future__,scipy,6
socket,math,6
math,socket,6
os,http,6
http,os,6
inspect,re,6
re,inspect,6
uuid,subprocess,6
uuid,flask,6
socket,flask,6
socket,tempfile,6
sqlalchemy,urllib,6
sqlalchemy,json,6
urllib,sqlalchemy,6
mimetypes,os,6
json,sqlalchemy,6
os,mimetypes,6
subprocess,uuid,6
flask,uuid,6
flask,socket,6
tempfile,socket,6
functools,threading,6
serial,time,6
threading,functools,6
time,serial,6
yaml,json,6
flask,config,6
config,flask,6
config,json,6
copy,requests,6
copy,hashlib,6
requests,copy,6
json,yaml,6
json,config,6
hashlib,copy,6
sys,serial,6
serial,sys,6
keras,tensorflow,6
tensorflow,keras,6
flask,random,6
random,flask,6
ConfigParser,re,6
StringIO,threading,6
StringIO,simplejson,6
StringIO,sqlite3,6
StringIO,demjson3,6
StringIO,random,6
StringIO,urlparse,6
socket,urllib2,6
threading,StringIO,6
threading,simplejson,6
threading,codecs,6
threading,traceback,6
threading,setuptools,6
threading,unittest,6
logging,urllib2,6
logging,pickle,6
xml,random,6
httplib,time,6
platform,urllib,6
simplejson,StringIO,6
simplejson,threading,6
simplejson,sqlite3,6
simplejson,subprocess,6
simplejson,__future__,6
simplejson,cStringIO,6
simplejson,re,6
simplejson,datetime,6
json,sets,6
decimal,os,6
struct,subprocess,6
struct,requests,6
md5,os,6
email,subprocess,6
email,urllib,6
email,random,6
copy,traceback,6
copy,functools,6
shutil,unittest,6
shutil,contextlib,6
urllib2,socket,6
urllib2,logging,6
common,time,6
sqlite3,StringIO,6
sqlite3,simplejson,6
sqlite3,demjson3,6
xbmcgui,sys,6
subprocess,simplejson,6
subprocess,struct,6
subprocess,email,6
subprocess,cStringIO,6
__future__,simplejson,6
codecs,threading,6
codecs,io,6
codecs,functools,6
codecs,ctypes,6
io,codecs,6
string,urllib,6
cStringIO,simplejson,6
cStringIO,subprocess,6
cStringIO,demjson3,6
cStringIO,time,6
traceback,threading,6
traceback,copy,6
traceback,setuptools,6
traceback,unittest,6
traceback,functools,6
setuptools,threading,6
setuptools,traceback,6
setuptools,contextlib,6
gzip,sys,6
gzip,time,6
unittest,threading,6
unittest,shutil,6
unittest,traceback,6
urllib,platform,6
urllib,email,6
urllib,string,6
demjson3,StringIO,6
demjson3,sqlite3,6
demjson3,cStringIO,6
random,StringIO,6
random,xml,6
random,email,6
random,urlparse,6
re,ConfigParser,6
re,simplejson,6
re,pickle,6
requests,struct,6
os,decimal,6
os,md5,6
sys,xbmcgui,6
sys,gzip,6
datetime,simplejson,6
sets,json,6
pickle,logging,6
pickle,re,6
functools,copy,6
functools,codecs,6
functools,traceback,6
ctypes,codecs,6
urlparse,StringIO,6
urlparse,random,6
urlparse,time,6
contextlib,shutil,6
contextlib,setuptools,6
time,httplib,6
time,common,6
time,cStringIO,6
time,gzip,6
time,urlparse,6
sklearn,itertools,6
itertools,sklearn,6
shutil,signal,6
signal,shutil,6
signal,collections,6
logging,typing,6
collections,signal,6
typing,logging,6
sqlalchemy,pytest,6
logging,alembic,6
alembic,logging,6
alembic,flask,6
collections,flask,6
pytest,sqlalchemy,6
flask,alembic,6
flask,collections,6
collections,pickle,6
pickle,collections,6
os,selenium,6
selenium,os,6
logging,utils,6
utils,logging,6
textwrap,numpy,6
numpy,textwrap,6
tensorflow,shutil,6
shutil,tensorflow,6
warnings,numpy,6
numpy,warnings,6
yaml,subprocess,6
subprocess,yaml,6
__future__,pytest,6
pytest,__future__,6
atexit,os,6
os,atexit,6
keras,sklearn,6
sklearn,keras,6
glob,json,6
json,glob,6
sklearn,re,6
re,sklearn,6
csv,pandas,6
pandas,csv,6
distutils,json,6
json,distutils,6
copy,itertools,6
itertools,copy,6
socket,glob,6
glob,socket,6
pandas,seaborn,6
seaborn,pandas,6
yaml,collections,6
collections,yaml,6
sqlalchemy,flask_script,6
flask_script,sqlalchemy,6
numpy,struct,6
struct,numpy,6
argparse,base64,6
base64,argparse,6
functools,numpy,6
numpy,functools,6
os,voluptuous,6
sys,evdev,6
logging,voluptuous,6
time,evdev,6
voluptuous,os,6
voluptuous,logging,6
voluptuous,evdev,6
evdev,sys,6
evdev,time,6
evdev,voluptuous,6
pygame,numpy,6
numpy,pygame,6
numpy,Functions,6
Functions,numpy,6
